Interview_ID,Segment_ID,District,Speaker_Role,Code,CSEL_Pillar,CERI_Tier,Severity (0–3),Auto_Classifier_Similarity_Score,Quote (original),Quote (translated)
P02,8.0,Alwar,P02,Gendered labour inequity,Livelihood Changes,Vulnerability,1,0.162,"Aur aisa nahi tha ki vo pehle din hi aakar bole ki bhai, humare yahan pe meeting mein jo mahila aayegi vo ghunghat nahi karegi, kyunki hum parda ke khilaf hain — nahi. Unhone bahut hi khubsurati se — pehle vo uske andar, us cheez ke andar — jaise unhone pehle use apnaya, phir use badla. And that is the right thing to do.","And it was not as if they came on the very first day and said: brother, the women who come to our meetings will not wear the ghunghat because we are against purdah — no. They did it very beautifully — first they went within it, within that thing — like they first adopted it, then changed it. And that is the right thing to do."
P02,18.0,Alwar,P02,Community adaptation practice,Adaptation,None,1,0.084,"Jab meri dadi sab paani khana khate the toh haath dhote the aur usi mein thaali mein vo uss paani ko peete the — kabhi phenka nahi. Haan, kyunki unka kehna tha ki anaj hai aur paani hai, toh haath usi thaali mein dho ke usko peena hota tha, waste nahi karna tha. So jab mere mother ka time aaya — maine dekha ki unhone thaali mein hand wash kiya, par unhone aisi jagah daala aur phir kaha ki anaj hai, chidiya kha legi. Theek hai? Zameen pe phirka. Aur phir aai meri generation — jinhonne thaali mein jhoota chhoda aur haath dhoye sink mein. Ye humare life styles the.","When my grandmother used to eat, after eating they would wash their hands and drink that same water in the same plate — never wasted it. Yes, because their belief was: there is grain and there is water, so you wash your hands in that same plate and drink it, don't waste it. So when my mother's time came — I saw that she washed hands in the plate but poured it on a spot saying: there is grain, the birds will eat it. Right? Thrown on the ground. And then came my generation — who left leftover food in the plate and washed hands in the sink. These were our lifestyles."
P01,139.0,Alwar,Speaker 1,Community adaptation practice,Adaptation,None,1,0.219,"Uski apni kabiyat hai. Uska apna alag anubhav hai. Uski apni alag prasthabhoomi hai jismein vo rah raha hai, vo rah rahi hai. Uski roz ki aadat hai. Usko pehle bolte hain.",They have their own capacity. Their own unique experience. Their own unique background in which they live. Their daily habit. First speak to them on their level.
P03,136.0,"Jaisinghpura, Jaipur Rural",TBS Field Worker,Institutional / protection gap,Community Risks,Vulnerability,2,0.091,"Aap jaise kisaan nidhi dete hain kisaanon ko — toh ek kisaan ko 5000, 2000 — aur unke 15 bigha mein 2000 kya hoga? Aur aankda kya jaata hai ki humne itne lakh kisht aaj humne bheja. Vo upar dikhate neeche tak vo cheez specific nahi hai.","Like Kisan Nidhi (PM farmer fund) is given to farmers — one farmer gets 5000, 2000 — and for someone with 15 bigha what will 2000 do? And the figure that goes out: 'today we sent this many lakh installments.' It shows above but down below that thing is not specific."
P03,102.0,"Jaisinghpura, Jaipur Rural",Interviewer,Water scarcity/rainfall change,Climate Impacts,Hazard,1,0.201,"Toh jo ye jaise maan lo aap bata rahe ho ki inke ghar mein paani hai toh ye unka khud ka khudwaya wala borewell hota tha. Haan haan haan, paise unke paas hain. Aur phir vo aur logon ko agar unki marzi hoti thi toh lene dete aur nahi toh phir apni hukum vo kar dete.","So what you're saying — in their house there was water because they had their own self-drilled borewell. Yes yes yes, they had money. And then they would let others take water if they felt like it — otherwise they would exercise their authority as they pleased."
P01,150.0,Alwar,Speaker 1,Institutional / protection gap,Community Risks,Vulnerability,2,0.298,Kyonki jisko help leni hai usko bhi nahi pata hai ki mere ko help mil sakti hai. Aur main kis cheez pe help lun usko nahi pata hai. Aur jisko help deni hai usko pata hi nahi hai ki iss pe help deni hai. Yahan toh abhi jisko dena hai usko nahi pata jisko lena hai usko nahi pata.,"Because the one who needs help doesn't know that help can be available. And they don't know what to seek help for. And the one who has to give help doesn't even know what help to give. Right now, the one who needs to give doesn't know and the one who needs to receive doesn't know."
P01,154.0,Alwar,Speaker 1,Livelihood,Livelihood Changes,Exposure,2,0.221,Jisse usko dusra karza nahi lena pade. Kyonki kisaan toh kheti karega hi karega. Bhaiya tum use nahi paisa doge toh tum kya soch rahe ho kisaan kheti nahi karega. Usne jeevan bhar kuchh aur kiya hi nahi hai. Vo kheti ke alawa kuchh kar nahi sakta hai. Bhaad jaayega toh majdoori karni padegi.,"So that they don't have to take another loan. Because the farmer will farm regardless. Brother, if you don't give him money, what do you think — the farmer won't farm? He has done nothing else his whole life. He cannot do anything other than farming. If the crop fails he will have to do labour."
P01,155.0,Alwar,Speaker 1,Livelihood,Livelihood Changes,Exposure,2,0.081,"Toh mazdoori toh vo apne khet mein hi kar le. Toh phir vo aur karza leke karega. Yahan responsibility hai, speed kaam na. Vo kahan form bharega, kiski paas jaayega, kab uske paas logon aayega. Yahan vo apne gaanv mein kisi ke paas jaayega, aapke aur mere paas. Hum uske dost hain, hum usko paisa de denge.","So let him do that labour on his own field. Then he will take another loan. Here — responsibility, speed, these don't work. Where will he fill a form, who will he go to, when will people come to him. Here he will go to someone in his own village — to you and me. We are his friends, we will give him money."
P03,126.0,"Jaisinghpura, Jaipur Rural",Ram Swaroop ji,Institutional / protection gap,Community Risks,Vulnerability,2,0.135,"Madad main bataun aapko — unke upar koi pressure nahi hai. Yahan aate hain jaise apne ek doctor aata hai Amit Devandha — vahan se aata hai apne Kashi Ganga Jamuna petrol pump se. Toh vo aata hai — wahan pe aata hai toh vo usko yahan pe aa jata hai — vo toh khud aata nahi — uske neeche phir koi hai na compounder vagairah — vo market mein ghoomte hain, yahan pe gaon mein ghoomte hain. Toh vo aaj jinka kehna maante hain vo kar dete hain — kahin ka phone hi nahi uthate. Aur abhi abhi jis banda ko phone karo toh vo kehte hain 'haan sahab main bhej raha hoon' — lekin vo koi aaj din tak nahi aate.","Help — let me tell you — there is no pressure on them (the doctors). Here comes one doctor — Amit Devandha — he comes from near the Kashi Ganga Jamuna petrol pump. He comes — he comes there — but he himself doesn't come here — under him there is a compounder and others — they roam in the market, roam here in the village. So whoever they feel like listening to, they do for them — they don't pick up calls from others. And right now whoever you call, they say 'yes sir, I am sending someone' — but nobody has come till today."
P03,172.0,"Jaisinghpura, Jaipur Rural",Sita ji / Saroj ji,Health,Climate Impacts,Exposure,2,0.119,Main diya si alaiyan kati hoi si. Alaiyan bahut hoi si. Nahi thoda hai main toh bhajan samne samne se. Ab toh kaise pocho bhi le aao toh bathroom mein jaisa bhi paani le se. Bada su le le se. Aajkal koi nikhale ko nahi cheez toh. Niklo. Phule pankha mein so jaaye aise mein so jaaye.,I used to get eczema/skin sores (alaiyan). Lots of eczema. Now it's a little — I manage myself. Nowadays even if you ask — just bring it and there's water like in a bathroom. Take as much as you want. Nowadays there is nothing to drive you out. Go out. Sleep under the fan in flowers (comfort) — sleep like that.
P01,1.0,Alwar,Speaker 2,Successful Intervention,Adaptation,None,0,0.103,Theek hai. Tarun Bharat Singh jo hai vo kareeb abhi vartaman May mein ikyaavan saal ka ho jaayega. Toh unnees sau pachhattar mein sanghathan ka janm hua. Aur jab shuruaat hui thi tab alag alag muddon par paryavaraneeya muddon par kaam karna hai aur yeh sab shuruat hui lekin ek samay ke saath unnees sau pachasi tak aate aate mere khyaal se Tarun Bharat Sangh ki disha ban gayi thi ki hum sirf paani par hi kaam karenge.,"Alright. Tarun Bharat Sangh is currently — by this May — completing 51 years. The organization was born in 1975. When it began, the idea was to work on various environmental issues, and all of that started, but over time, by 1985 I think, the direction of Tarun Bharat Sangh had been set: that we would work only on water."
P02,72.0,Alwar,P02,Child wellbeing & vulnerability,Impact on Children,Vulnerability,1,0.241,"They are not — because ab mata-pita ke dhyan saamne hai. Aaj agar vo main khud itni frustrated hoon ki vo bachcha kuchh bhi bol raha hai, I don't give a shit, because main frustrated hun inside. But ab vo bachcha bol raha hai — main andar se heal hoon, main andar se satisfied hoon, main andar se khush hoon — toh main usko tok sakti hoon ki 'bhai tu ne kya bola, kaise bola, tujhe pata hai bado aur chhoto se kaise baat karte hain.'","They are not — because now parents' attention is there. Today if I myself am so frustrated that whatever that child is saying, I don't give a damn, because I am frustrated inside. But now when the child says something — I am healed inside, I am satisfied inside, I am happy inside — then I can correct them: 'hey, what did you say, how did you say it, do you know how to speak to elders and youngsters.'"
P02,60.0,Alwar,P02,Successful Intervention,Adaptation,None,2,-0.041,"Toh main bolti hai ki 'tune taanke toh gine par ye taanke se — na taanke ne mera jeevan — taanke ne meri zindagi jeene layak bana di — isko tu kaise ginegi?' I was stunned. Maine kaha kya? Matlab? Toh bole — ye dhor jaisi zindagi thi. Dhor — pashu jo hain vahan, bhains jo hai, jaanvar ki dhor jaisi zindagi thi. 'Ye bhi bhale hain — unko subah koi paani dene wala hota hai, subah nikaal dete hain, khuli charti hai, khati hai, raat ko aati hai, toh main ise paani pilaati.' And she was talking about data.","Then she says: 'You counted the tankas but these tankas — the tanka has made my life — the tanka has made my life worth living — how will you count that?' I was stunned. I said: what? Meaning? She said: this was a life like that of dhor. Dhor — the animals there, the buffaloes, the cattle — it was a life like an animal's life. 'These are also better off — someone gives them water in the morning, they are let out in the morning, they graze freely, they eat, they come back at night, and I give them water.' And she was talking about data."
